Cuenta;Valor;Tipo mov.
430104510;MAR*ER*;Auxiliar
430104511;MAÑ*AS*;Auxiliar
430104512;MAR*AR*;Auxiliar
430104513;MAR*HE*;Auxiliar
430104514;MON*CU*;Auxiliar
430104515;MIG*LA*;Auxiliar
430104516;MAT*BA*;Auxiliar
430104517;MUÑ*ON*;Auxiliar
430104518;MER*RR*;Auxiliar
430104519;MOL*RR*;Auxiliar
430104520;MAR*AR*;Auxiliar
430104521;MEN*CO*;Auxiliar
430104522;MIL*RT*;Auxiliar
430104525;MOD*LL*;Auxiliar
430104526;MAR*MA*;Auxiliar
430104527;MAR*ME*;Auxiliar
430104528;ROD* M*;Auxiliar
430104529;MUÑ*OZ*;Auxiliar
430104530;MUÑ*CI*;Auxiliar
430104532;MAL*RO*;Auxiliar
430104533;MAR*NZ*;Auxiliar
430104534;DEL*MA*;Auxiliar
430104535;MAN*LE*;Auxiliar
430104536;MAN*DE*;Auxiliar
430104538;MUÑ*NS*;Auxiliar
430104539;MAG* F*;Auxiliar
430104540;MAL*A *;Auxiliar
430104541;MUÑ*L *;Auxiliar
430104542;MOR*RE*;Auxiliar
430104543;MAR*EG*;Auxiliar
430104544;MES*IR*;Auxiliar
430104545;NAÑ*ES*;Auxiliar
430104546;MAR*EJ*;Auxiliar
430104547;MOR* F*;Auxiliar
430104548;MAR*O *;Auxiliar
430104549;MAR*BI*;Auxiliar
430104550;MUÑ*ME*;Auxiliar
430104551;MIR*PI*;Auxiliar
430104552;MAR*UB*;Auxiliar
430104553;MAG*AS*;Auxiliar
430104554;MAR*AZ*;Auxiliar
430104555;MAR*BI*;Auxiliar
430104557;MON*LA*;Auxiliar
430104558;MAR*ME*;Auxiliar
430104559;MOR*RE*;Auxiliar
430104560;MOR*LL*;Auxiliar
430104561;MAY*AM*;Auxiliar
430104562;MUÑ*AD*;Auxiliar
430104563;MAR*TR*;Auxiliar
430104564;MAN*VA*;Auxiliar
430104565;MON*GO*;Auxiliar
430104566;MAR*EZ*;Auxiliar
430104567;MAT*LU*;Auxiliar
430104568;MOR*RC*;Auxiliar
430104569;MAR*SC*;Auxiliar
430104570;MAN*CA*;Auxiliar
430104571;MAR*YE*;Auxiliar
430104572;MAR*RE*;Auxiliar
430104573;MUÑ*ZA*;Auxiliar
430104574;MOR*N *;Auxiliar
430104575;MAR*NI*;Auxiliar
430104576;MUÑ*EN*;Auxiliar
430104577;MIK*CO*;Auxiliar
430104579;MED* P*;Auxiliar
430104581;MAR*RT*;Auxiliar
430104582;MAR*EZ*;Auxiliar
430104584;MAR*CR*;Auxiliar
430104585;MAR*RR*;Auxiliar
430104587;MOR*VA*;Auxiliar
430104593;MON*AR*;Auxiliar
430104595;MON*UR*;Auxiliar
430104596;MAR*RG*;Auxiliar
430104598;MAR*NZ*;Auxiliar
430104600;MAR*ME*;Auxiliar
430104601;EAR*EL*;Auxiliar
430104602;MON*O *;Auxiliar
430104603;MAR*MU*;Auxiliar
430104604;MEN*ER*;Auxiliar
430104605;MUÑ*A *;Auxiliar
430104606;MAR*ME*;Auxiliar
430104607;MAR*RT*;Auxiliar
430104609;MER*ER*;Auxiliar
430104611;SAN*NZ*;Auxiliar
430104613;MUÑ*AR*;Auxiliar
430104614;MAR* M*;Auxiliar
430104615;MAN*RE*;Auxiliar
430104619;MAR*RT*;Auxiliar
430104621;MAR*DR*;Auxiliar
430104622;MOR*OR*;Auxiliar
430104623;MAR*IA*;Auxiliar
430104625;MAT*SA*;Auxiliar
430104626;MAR*NZ*;Auxiliar
430104627;MOR*ES*;Auxiliar
430104628;MAN*AS*;Auxiliar
430104631;MAR*GE*;Auxiliar
430104632;MAR*AR*;Auxiliar
430104633;MAR*ME*;Auxiliar
430104634;ESC* A*;Auxiliar
430104642;MIG*L *;Auxiliar
430104643;MEN*ET*;Auxiliar
430104644;NIS*IK*;Auxiliar
430104812;BUR* G*;Auxiliar
430104941;CAS*GA*;Auxiliar
430104942;MAR*MP*;Auxiliar
430104944;NAT* C*;Auxiliar
430104945;MAR*ER*;Auxiliar
430104950;MON*IN*;Auxiliar
430104951;MAR*ER*;Auxiliar
430104952;GOM*CI*;Auxiliar
430104954;MON*HE*;Auxiliar
430104955;MUÑ*NA*;Auxiliar
430104956;MAR*CH*;Auxiliar
430104959;MAR*MO*;Auxiliar
430104960;MAR*L *;Auxiliar
430104961;MED*IZ*;Auxiliar
430104962;MAT*E *;Auxiliar
430104963;MAR*RT*;Auxiliar
430104965;MAR*E *;Auxiliar
430104966;MAÑ*AS*;Auxiliar
430104969;MAR*ME*;Auxiliar
430104970;MUÑ*RE*;Auxiliar
430104971;MER*TI*;Auxiliar
430104972;NUÑ*IA*;Auxiliar
430104973;MAR*RC*;Auxiliar
430104974;MIR*L *;Auxiliar
430104976;NOG*DR*;Auxiliar
430104977;DE *S *;Auxiliar
430104978;COS*RC*;Auxiliar
430104979;MAR*AZ*;Auxiliar
430104980;MIG*AJ*;Auxiliar
430104981;MAN*HI*;Auxiliar
430104983;MON*HE*;Auxiliar
430104984;MIA*bH*;Auxiliar
430104986;NUE*OP*;Auxiliar
430104987;MAR*AZ*;Auxiliar
430104988;MAT*ST*;Auxiliar
430104989;MOR*RC*;Auxiliar
430104990;MAR*RR*;Auxiliar
430104991;MUÑ*Z *;Auxiliar
430104992;MOR*NZ*;Auxiliar
430104993;MAR*DE*;Auxiliar
430104994;NOO*TA*;Auxiliar
430104995;MAR*LE*;Auxiliar
430104996;MAN*MU*;Auxiliar
430104997;MOR*OU*;Auxiliar
430104998;DE *ES*;Auxiliar
430105003;ORT*LA*;Auxiliar
430105004;OLM* G*;Auxiliar
430105005;OTE* B*;Auxiliar
430105010;DIE* A*;Auxiliar
430105012;OLT*TI*;Auxiliar
430105016;OLI*MA*;Auxiliar
430105017;OTE*Z *;Auxiliar
430105019;ORB*A *;Auxiliar
430105020;OLM*OS*;Auxiliar
430105021;OLM*AN*;Auxiliar
430105023;OGA*L*;Auxiliar
430105030;OLM*CI*;Auxiliar
430105031;OTE*RO*;Auxiliar
430105036;ORT*PE*;Auxiliar
430105038;OVI*0 *;Auxiliar
430105039;OTE*IL*;Auxiliar
430105040;OLM* P*;Auxiliar
430105049;OLM*RI*;Auxiliar
430105051;ORO*IR*;Auxiliar
430105054;OTO*GU*;Auxiliar
430105055;OLM*AN*;Auxiliar
430105056;OKA*.L*;Auxiliar
430105058;OLL*OS*;Auxiliar
430105059;ORT*NZ*;Auxiliar
430105060;OTE*Z *;Auxiliar
430105063;OTE*FR*;Auxiliar
430105066;OVA*DR*;Auxiliar
430105067;OVI* C*;Auxiliar
430105068;OLI*MA*;Auxiliar
430105071;OLI*SA*;Auxiliar
430105073;OTE*TI*;Auxiliar
430105076;OTO*LS*;Auxiliar
430105078;ORT*AG*;Auxiliar
430105079;ORT*Z *;Auxiliar
430105081;OLA*A *;Auxiliar
430105082;LAO*RU*;Auxiliar
430105083;GAR*RC*;Auxiliar
430105084;MAR*IL*;Auxiliar
430105085;DIE*00*;Auxiliar
430105087;CUE*LL*;Auxiliar
430105088;JIM*UI*;Auxiliar
430105089;HER*AR*;Auxiliar
430105090;TES*NE*;Auxiliar
430105091;ALV*RE*;Auxiliar
430105092;TEJ*E *;Auxiliar
430105093;CAN*SQ*;Auxiliar
430105094;CYG*GA*;Auxiliar
430105095;SAL*ER*;Auxiliar
430105096;MAT*IO*;Auxiliar
430105097;GAR*RD*;Auxiliar
430105098;HER*ÑA*;Auxiliar
430105099;PES*RR*;Auxiliar
430105100;LAZ*EN*;Auxiliar
430105101;DOM*EQ*;Auxiliar
430105102;TRU*MA*;Auxiliar
430105103;LOP*PA*;Auxiliar
430105104;GAR*NZ*;Auxiliar
430105105;PEÑ*AR*;Auxiliar
430105106;REQ*LA*;Auxiliar
430105107;NUÑ*SO*;Auxiliar
430105108;DE *NA*;Auxiliar
430105109;MAR*VI*;Auxiliar
430105110;HAR*AN*;Auxiliar
430105111;SAN*IO*;Auxiliar
430105112;RIV*RA*;Auxiliar
430105113;DE * P*;Auxiliar
430105114;TEO* Y*;Auxiliar
430105115;GAR*RI*;Auxiliar
430105116;LAR*Z *;Auxiliar
430105117;FER* M*;Auxiliar
430105118;GRA*MA*;Auxiliar
430105119;GON*FE*;Auxiliar
430105123;OLM*NA*;Auxiliar
430105125;ORT*LA*;Auxiliar
430105127;MAI*PE*;Auxiliar
430105129;OLI*SA*;Auxiliar
430105131;OLI*DE*;Auxiliar
430105200;BAR*RI*;Auxiliar
430105201;TAB*DR*;Auxiliar
430105202;ALO*AS*;Auxiliar
430105203;BER*RC*;Auxiliar
430105204;HIE*L *;Auxiliar
430105205;COR*OR*;Auxiliar
430105206;OCA*AD*;Auxiliar
430105207;COM* M*;Auxiliar
430105208;GAR*RE*;Auxiliar
430105209;HOS*DE*;Auxiliar
430105210;CAL*AN*;Auxiliar
430105211;GOM*IN*;Auxiliar
430105212;PER*NA*;Auxiliar
430105213;GIL* C*;Auxiliar
430105214;FUE*RO*;Auxiliar
430105215;GAL*BE*;Auxiliar
430105216;CAS*BR*;Auxiliar
430105217;TOR*EM*;Auxiliar
430105218;BAR*AR*;Auxiliar
430105219;HER*OP*;Auxiliar
430105220;HOR*OM*;Auxiliar
430105221;TEJ* F*;Auxiliar
430105222;FUE*AR*;Auxiliar
430105224;GIL* F*;Auxiliar
430105230;ROT* V*;Auxiliar
430105257;CAR*PE*;Auxiliar
430105258;ORU*CI*;Auxiliar
430105260;MAR* L*;Auxiliar
430105261;ORT*NZ*;Auxiliar
430105264;PER*EZ*;Auxiliar
430105265;YUS*NA*;Auxiliar
430105266;MAR*NT*;Auxiliar
430105267;MUÑ*ZA*;Auxiliar
430105268;ORD*CI*;Auxiliar
430105273;OCA*OZ*;Auxiliar
430105274;BUE*TI*;Auxiliar
430105275;OTE*TE*;Auxiliar
430105276;GOM*NA*;Auxiliar
430105455;GON*SA*;Auxiliar
430105456;DE * S*;Auxiliar
430105457;LLO*CA*;Auxiliar
430105458;GUT* H*;Auxiliar
430105459;ORD*ZO*;Auxiliar
430105600;ORT* R*;Auxiliar
430105601;ORD*AR*;Auxiliar
430105602;OSO*BO*;Auxiliar
430105603;OSP*TA*;Auxiliar
430105604;OTO*LS*;Auxiliar
430105605;OTE*PA*;Auxiliar
430105606;OTE*CH*;Auxiliar
430105607;ORT*TI*;Auxiliar
430105608;ORD*AR*;Auxiliar
430105610;OLM*UE*;Auxiliar
430105611;OVI*IA*;Auxiliar
430105612;O-K*EU*;Auxiliar
430105613;OLM*AS*;Auxiliar
430105614;OCA*LA*;Auxiliar
430105615;OLM*UE*;Auxiliar
430105616;OLM*UE*;Auxiliar
430105617;OTE*ND*;Auxiliar
430105618;QUI*MA*;Auxiliar
430105619;SAN* J*;Auxiliar
430105620;OTE*TI*;Auxiliar
430105621;OMA* S*;Auxiliar
430105622;ORT*LE*;Auxiliar
430105623;OLO* A*;Auxiliar
430105624;OÑA*RA*;Auxiliar
430105625;OVI*CI*;Auxiliar
430105627;ORT*BE*;Auxiliar
430105628;OCA*DU*;Auxiliar
430105629;OTE*AN*;Auxiliar
430105630;OLI*CA*;Auxiliar
430105631;OMA*A*;Auxiliar
430105632;MAR* F*;Auxiliar
430105633;ORT*CI*;Auxiliar
430105634;SAE*RA*;Auxiliar
430105635;HER*L *;Auxiliar
430105636;LOR*EC*;Auxiliar
430105637;GON*GA*;Auxiliar
430105638;ZOR*ZA*;Auxiliar
430105639;GUA*NE*;Auxiliar
430105640;SAG*RE*;Auxiliar
430105641;SAN* V*;Auxiliar
430105643;CAL*CH*;Auxiliar
430105644;DOM*GA*;Auxiliar
430105645;MAR*VA*;Auxiliar
430105647;COM*IA*;Auxiliar
430105648;DE *EN*;Auxiliar
430105649;VET*ET*;Auxiliar
430105650;LOB*NA*;Auxiliar
430105651;NIE*TA*;Auxiliar
430105652;ILL*OP*;Auxiliar
430105653;BAY*HO*;Auxiliar
430105654;ARR*ER*;Auxiliar
430105655;GAR*IN*;Auxiliar
430105656;MAR*RI*;Auxiliar
430105657;FER* G*;Auxiliar
430105658;HER*GA*;Auxiliar
430105659;ALO*AN*;Auxiliar
430105660;MAU*Y *;Auxiliar
430105661;MAT*RE*;Auxiliar
430105662;IZQ* C*;Auxiliar
430105663;TAN*AR*;Auxiliar
430105664;OLO* A*;Auxiliar
430105665;SAN*GA*;Auxiliar
430105666;DEL*O *;Auxiliar
430105669;COS*UI*;Auxiliar
430105670;VAL**;Auxiliar
430105671;HER*ON*;Auxiliar
430105672;YUS*RA*;Auxiliar
430105674;VAL*UI*;Auxiliar
430105675;AGR*S,*;Auxiliar
430105676;ALB*AN*;Auxiliar
430105677;GAR*RN*;Auxiliar
430105678;MAT*DE*;Auxiliar
430105679;FUE*A *;Auxiliar
430105680;MAÑ*AN*;Auxiliar
430105681;DIE*A *;Auxiliar
430105682;CAR*FR*;Auxiliar
430105683;DUQ*Z *;Auxiliar
430105684;HER*OM*;Auxiliar
430105685;TAR*ME*;Auxiliar
430105686;TAR*ME*;Auxiliar
430105687;MED* G*;Auxiliar
430105688;BAR*NT*;Auxiliar
430105690;HUR*IL*;Auxiliar
430105691;GOM*RE*;Auxiliar
430105692;GER*PR*;Auxiliar
430105695;SAN*L *;Auxiliar
430105696;ALV*LV*;Auxiliar
430105697;CAB*ON*;Auxiliar
430105698;LUI*GA*;Auxiliar
430105700;HER*RA*;Auxiliar
430105702;ALQ*DE*;Auxiliar
430105703;SAT*PR*;Auxiliar
430105706;MAN*OR*;Auxiliar
430105707;MOR*NZ*;Auxiliar
430105709;GAR*LL*;Auxiliar
430105710;MAR*EZ*;Auxiliar
430105711;MAR*EV*;Auxiliar
430105712;SAN*ER*;Auxiliar
430105713;KAT*Z *;Auxiliar
430105714;GIL*RO*;Auxiliar
430105716;CAY*TE*;Auxiliar
430105717;HER*ER*;Auxiliar
430105718;ESP*IN*;Auxiliar
430105719;GON*AN*;Auxiliar
430105720;PAZ* C*;Auxiliar
430105721;DE *L *;Auxiliar
430105722;MAR*VI*;Auxiliar
430105724;GAR*NZ*;Auxiliar
430105725;ROT*EZ*;Auxiliar
430105726;GAR*NA*;Auxiliar
430105728;SAN*IA*;Auxiliar
430105729;GON*AR*;Auxiliar
430105730;LOS* A*;Auxiliar
430105731;GON*RU*;Auxiliar
430105732;DE *RD*;Auxiliar
430105733;NIC*AV*;Auxiliar
430105734;MAY*IN*;Auxiliar
430105735;SAN*ES*;Auxiliar
430105736;HER*AZ*;Auxiliar
430105737;ROU*O *;Auxiliar
430105738;MON*RO*;Auxiliar
430105739;POS*AR*;Auxiliar
430105740;MIG*Z *;Auxiliar
430105741;SAN*AL*;Auxiliar
430105742;PAS*RC*;Auxiliar
430105743;BLA*RT*;Auxiliar
430105744;RIV*LL*;Auxiliar
430105745;TAP*RT*;Auxiliar
430105746;HER*ON*;Auxiliar
430105747;MAR*UE*;Auxiliar
430105748;BAR* R*;Auxiliar
430105750;GOM*EZ*;Auxiliar
430105752;DE * P*;Auxiliar
430105753;NAV*ER*;Auxiliar
430105754;PER*GA*;Auxiliar
430105755;HER*RR*;Auxiliar
430105757;CAS*RB*;Auxiliar
430105758;BAR*QU*;Auxiliar
430105760;MAR*RE*;Auxiliar
430105761;LAZ*LL*;Auxiliar
430105762;BRA*FR*;Auxiliar
430105764;CUE*AN*;Auxiliar
430105765;DOM*IN*;Auxiliar
430105766;MOR*AD*;Auxiliar
430105767;ALV*OM*;Auxiliar
430105768;MAÑ*LL*;Auxiliar
430105769;BAR*QU*;Auxiliar
430105770;DE *ER*;Auxiliar
430105771;DUE*RR*;Auxiliar
430105772;MOL*ÑA*;Auxiliar
430105775;LOP*EZ*;Auxiliar
430105776;LOP*AT*;Auxiliar
430105777;MAR*RR*;Auxiliar
430105778;SAN*SA*;Auxiliar
430105779;SAN*SA*;Auxiliar
430105780;RIN*RC*;Auxiliar
430105781;ORT*ÑE*;Auxiliar
430105782;GON*PE*;Auxiliar
430105783;MON*AI*;Auxiliar
430105784;APA*MA*;Auxiliar
430105785;MAR**;Auxiliar
430105787;DE *PO*;Auxiliar
430105790;SAN*MA*;Auxiliar
430105791;MAR*AN*;Auxiliar
430105792;PAT*BI*;Auxiliar
430105793;MAR*PA*;Auxiliar
430105794;GOM*NT*;Auxiliar
430105795;HER*LL*;Auxiliar
430105796;MOR*RR*;Auxiliar
430105797;GOM*ME*;Auxiliar
430105800;GIL*AL*;Auxiliar
430105801;ALV*AR*;Auxiliar
430105802;TAM*NC*;Auxiliar
430105804;SAN*RO*;Auxiliar
430105805;SAN*IA*;Auxiliar
430105807;YAG*IT*;Auxiliar
430105808;RIC*IA*;Auxiliar
430105809;DE *ES*;Auxiliar
430105810;ALE*OV*;Auxiliar
430105812;ASE*EL*;Auxiliar
430105813;GON*CA*;Auxiliar
430105814;CLU*CA*;Auxiliar
430105815;PEL* Y*;Auxiliar
430105817;RIC*OL*;Auxiliar
430105818;DE *NT*;Auxiliar
430105819;LOP*OY*;Auxiliar
430105820;SAN*L *;Auxiliar
430105821;ORT*A *;Auxiliar
430105822;SAN*RA*;Auxiliar
430105823;SAN*AS*;Auxiliar
430105824;BAR*AR*;Auxiliar
430105825;GAL*RT*;Auxiliar
430105826;GAR*NT*;Auxiliar
430105827;ALO*NZ*;Auxiliar
430105829;CAR*AS*;Auxiliar
430105830;RUA*EZ*;Auxiliar
430105831;MAR* P*;Auxiliar
430105832;AYU*IN*;Auxiliar
430105833;MUN*OR*;Auxiliar
430105834;NUÑ*ÑA*;Auxiliar
430105835;CON* S*;Auxiliar
430105836;AGR*RI*;Auxiliar
430105837;GOM*LA*;Auxiliar
430105838;DEL* G*;Auxiliar
430105839;SAN*SA*;Auxiliar
430105840;MAR*DO*;Auxiliar
430105841;ALV*RR*;Auxiliar
430105842;LOP*TI*;Auxiliar
430105843;MAR*OR*;Auxiliar
430105844;ESC*PE*;Auxiliar
430105846;ESP*ER*;Auxiliar
430105847;ALV*UE*;Auxiliar
430105848;HUE*TE*;Auxiliar
430105849;JOR*RI*;Auxiliar
430105850;GUE*TR*;Auxiliar
430105851;MAR*ÑO*;Auxiliar
430105852;GON*SA*;Auxiliar
430105853;GON*CA*;Auxiliar
430105854;ARR*ÑO*;Auxiliar
430105855;DE * A*;Auxiliar
430105856;SAN*S *;Auxiliar
430105857;VIC*CB*;Auxiliar
430105858;PAL*E *;Auxiliar
430105859;PER*OR*;Auxiliar
430105860;ENC*ER*;Auxiliar
430105861;I.E*TI*;Auxiliar
430105862;DE *CA*;Auxiliar
430105863;FER* S*;Auxiliar
430105864;DE * T*;Auxiliar
430105865;BAU*A *;Auxiliar
430105867;ARC*IC*;Auxiliar
430105868;ABR*GA*;Auxiliar
430105870;VEL*ÍN*;Auxiliar
430105873;GAR*LL*;Auxiliar
430105874;MAR*MI*;Auxiliar
430105875;EST*UB*;Auxiliar
430105876;ARA*S *;Auxiliar
430105877;MUL*IC*;Auxiliar
430105878;MON*AI*;Auxiliar
430105879;ARR*ME*;Auxiliar
430105880;NEV*BO*;Auxiliar
430105881;FEB*NC*;Auxiliar
430105882;GAR*MI*;Auxiliar
430105884;LAM*OS*;Auxiliar
430105885;GIL*GU*;Auxiliar
430105886;CAR* R*;Auxiliar
430105887;DE *NT*;Auxiliar
430105888;HER*AR*;Auxiliar
430105889;MAR*MA*;Auxiliar
430105890;TAR*SA*;Auxiliar
430105891;MAT*DE*;Auxiliar
430105892;DUR*CI*;Auxiliar
430105893;VEL*IM*;Auxiliar
430105894;DE * P*;Auxiliar
430105895;CAN* G*;Auxiliar
430105896;MOR*AR*;Auxiliar
430105898;VIL*E *;Auxiliar
430105899;GEN*NC*;Auxiliar
430105900;LOP*IO*;Auxiliar
430105901;REF*IN*;Auxiliar
430105902;PIN*PI*;Auxiliar
430105903;CON*ÑA*;Auxiliar
430105904;BLA*LT*;Auxiliar
430105905;CAS*VO*;Auxiliar
430105906;MAR*IO*;Auxiliar
430105907;POR*AV*;Auxiliar
430105910;FLA*AR*;Auxiliar
430105911;AND*ME*;Auxiliar
430105912;BAR*TE*;Auxiliar
430105913;BAR*MO*;Auxiliar
430105914;PUN*IZ*;Auxiliar
430105915;DE *AP*;Auxiliar
430105916;BRI*SC*;Auxiliar
430105917;DE * M*;Auxiliar
430105918;DEL*ER*;Auxiliar
430105919;LOP*NZ*;Auxiliar
430105920;FER* A*;Auxiliar
430105921;POR*AJ*;Auxiliar
430105922;BLA*SA*;Auxiliar
430105923;RIV*RA*;Auxiliar
430105924;DE * M*;Auxiliar
430105925;BAL*OS*;Auxiliar
430105926;MOR*LE*;Auxiliar
430105927;SEO*NZ*;Auxiliar
430105928;MAT*IE*;Auxiliar
430105929;GIL*A *;Auxiliar
430105930;RUA*SN*;Auxiliar
430105931;MAR*RR*;Auxiliar
430105932;NAV*IM*;Auxiliar
430105933;LOP*GO*;Auxiliar
430105934;GOM*ST*;Auxiliar
430105935;LOP*CH*;Auxiliar
430105936;LLO*AP*;Auxiliar
430105937;GAR*RE*;Auxiliar
430105938;SAN*UA*;Auxiliar
430105939;DE * S*;Auxiliar
430105940;DE *R *;Auxiliar
430105941;DE * A*;Auxiliar
430105942;ORT*TÓ*;Auxiliar
430105943;BLA*CI*;Auxiliar
430105944;VIL*SA*;Auxiliar
430105945;DE *NT*;Auxiliar
430105946;MAR*NT*;Auxiliar
430105947;CEC* G*;Auxiliar
430105948;MON*OR*;Auxiliar
430105949;GAR*UA*;Auxiliar
430105950;ROD* P*;Auxiliar
430105951;LAS* D*;Auxiliar
430105952;PLA*TA*;Auxiliar
430105953;GAR*NT*;Auxiliar
430105954;FLO*IB*;Auxiliar
430105955;DEL* S*;Auxiliar
430105956;HER* B*;Auxiliar
430105957;GOM*RE*;Auxiliar
430105958;CLA*RE*;Auxiliar
430105959;FRE*LL*;Auxiliar
430105960;STE* R*;Auxiliar
430105965;ESC*GI*;Auxiliar
430105966;ALM*BR*;Auxiliar
430105967;BLA*NC*;Auxiliar
430105968;GAR*YO*;Auxiliar
430105969;ARR*IG*;Auxiliar
430105970;COL*DE*;Auxiliar
430105971;CLA*RE*;Auxiliar
430105972;GAR*LA*;Auxiliar
430105973;TAP* B*;Auxiliar
430105974;EST*RT*;Auxiliar
430105975;GAR*LL*;Auxiliar
430105976;HER*AB*;Auxiliar
430105977;COR*LE*;Auxiliar
430105978;SEB* B*;Auxiliar
430105979;MIN*HE*;Auxiliar
430105980;CAT*IM*;Auxiliar
430105981;MAR*MI*;Auxiliar
430105982;NAR*IL*;Auxiliar
430105983;MON*NZ*;Auxiliar
430105985;HER*VI*;Auxiliar
430105986;SEB* M*;Auxiliar
430105987;GAR*RR*;Auxiliar
430105988;ARE*AR*;Auxiliar
430105989;HID*AR*;Auxiliar
430105990;DE * D*;Auxiliar
430105991;ESQ*DE*;Auxiliar
430105992;GRA*ÑI*;Auxiliar
430105993;PRI*VA*;Auxiliar
430105994;CAS*OS*;Auxiliar
430105995;ROS*IG*;Auxiliar
430105996;TOR*AN*;Auxiliar
430105997;SAN*IO*;Auxiliar
430105998;NAV*UI*;Auxiliar
430105999;CRI* D*;Auxiliar
430106000;MAR*RR*;Auxiliar
430106001;MES*SO*;Auxiliar
430106002;PAL*MO*;Auxiliar
430106003;PAS*AR*;Auxiliar
430106005;PUI*Z *;Auxiliar
430106011;PER*SO*;Auxiliar
430106012;MUJ*US*;Auxiliar
430106014;PEÑ*MO*;Auxiliar
430106015;MAN*AR*;Auxiliar
430106016;PER*RU*;Auxiliar
430106020;PRO*A *;Auxiliar
430106021;MOR* G*;Auxiliar
430106022;PRO*A *;Auxiliar
430106023;PRO**;Auxiliar
430106024;PEC* S*;Auxiliar
430106025;PAL*SC*;Auxiliar
430106029;PAB*ER*;Auxiliar
430106031;PON*ER*;Auxiliar
430106032;PRO*A.*;Auxiliar
430106033;POR*S.*;Auxiliar
430106034;PER*ME*;Auxiliar
430106042;PEÑ*NE*;Auxiliar
430106046;PIÑ*AR*;Auxiliar
430106053;PET*TE*;Auxiliar
430106059;PAL*MI*;Auxiliar
430106060;PRO* L*;Auxiliar
430106061;PAS*E *;Auxiliar
430106072;PRI*RC*;Auxiliar
430106080;PON*Z *;Auxiliar
430106082;PIN*GA*;Auxiliar
430106083;PAS*RR*;Auxiliar
430106089;PER*SO*;Auxiliar
430106091;PRO*NA*;Auxiliar
430106097;PAL*VA*;Auxiliar
430106098;PED*EZ*;Auxiliar
430106102;PED*EZ*;Auxiliar
430106108;ROM*RI*;Auxiliar
430106109;PAC*EL*;Auxiliar
430106111;LA *OS*;Auxiliar
430106112;POZ* L*;Auxiliar
430106115;PAL* R*;Auxiliar
430106123;POL*SO*;Auxiliar
430106127;PAC*IR*;Auxiliar
430106128;BAR* P*;Auxiliar
430106129;PUE*AR*;Auxiliar
430106134;PIL*ER*;Auxiliar
430106135;PED*ER*;Auxiliar
430106138;PAL*US*;Auxiliar
430106139;PAL*L *;Auxiliar
430106140;RUD*.L*;Auxiliar
430106142;PER*NS*;Auxiliar
430106148;CIA*AF*;Auxiliar
430106149;PRO*A*;Auxiliar
430106150;PAL*MO*;Auxiliar
430106152;PAS*OR*;Auxiliar
430106154;PAL*ME*;Auxiliar
430106158;PED*LE*;Auxiliar
430106159;PIN*TA*;Auxiliar
430106160;POZ* E*;Auxiliar
430106161;PAL*DI*;Auxiliar
430106162;ZOE*L.*;Auxiliar
430106165;POZ*ER*;Auxiliar
430106166;PER*ZA*;Auxiliar
430106167;PAL* D*;Auxiliar
430106171;PAS*ER*;Auxiliar
430106172;PER*SA*;Auxiliar
430106180;PRO*S.*;Auxiliar
430106183;POZ*AL*;Auxiliar
430106184;PER*EB*;Auxiliar
430106186;PES* S*;Auxiliar
430106190;PAS*ON*;Auxiliar
430106196;PAS*RR*;Auxiliar
430106197;POZ*ER*;Auxiliar
430106198;PON*TI*;Auxiliar
430106200;PAR*RI*;Auxiliar
430106201;PRO*VI*;Auxiliar
430106204;PER*AL*;Auxiliar
430106205;PEÑ* J*;Auxiliar
430106206;MIC*TR*;Auxiliar
430106212;PER*AR*;Auxiliar
430106213;PER*SO*;Auxiliar
430106216;PEP*AD*;Auxiliar
430106219;PER*DI*;Auxiliar
430106221;PUE*AV*;Auxiliar
430106226;PRI*LE*;Auxiliar
430106228;PRA*A *;Auxiliar
430106232;PRA*NI*;Auxiliar
430106233;PED*HI*;Auxiliar
430106234;PEÑ*SE*;Auxiliar
430106235;POS*EJ*;Auxiliar
430106236;PAB*RA*;Auxiliar
430106237;PRO*S.*;Auxiliar
430106238;M.C*RV*;Auxiliar
430106239;PAS*ED*;Auxiliar
430106241;PIN*TA*;Auxiliar
430106247;PER* P*;Auxiliar
430106248;PIE*IM*;Auxiliar
430106249;PAS*UÑ*;Auxiliar
430106254;PER*ZA*;Auxiliar
430106255;PER*AD*;Auxiliar
430106256;PUE*TA*;Auxiliar
430106257;PEI*TO*;Auxiliar
430106263;PRO*.L*;Auxiliar
430106265;PRO* S*;Auxiliar
430106268;PAS*N *;Auxiliar
430106270;PEÑ* M*;Auxiliar
430106271;PER*ZA*;Auxiliar
430106274;PRO*AY*;Auxiliar
430106275;POR*GU*;Auxiliar
430106277;PRO*AD*;Auxiliar
430106278;TAB*O *;Auxiliar
430106279;PIE*AN*;Auxiliar
430106283;PER*TO*;Auxiliar
430106284;PER*CI*;Auxiliar
430106285;PAS*RR*;Auxiliar
430106288;S. *LA*;Auxiliar
430106289;PER*CI*;Auxiliar
430106292;PLA*VA*;Auxiliar
430106294;POS*EJ*;Auxiliar
430106295;PAL*GA*;Auxiliar
430106296;PAB*QU*;Auxiliar
430106297;PIE*EL*;Auxiliar
430106299;PUL*RN*;Auxiliar
430106303;PAS*RA*;Auxiliar
430106304;MAR*ÑA*;Auxiliar
